Gene	AMLstat	factor1	factor2	alpha	ProbStat	ProbFactor	ProbAlpha	CMATstat	AMLpvalue	Probpvalue	CMATpvalue	NumValidSNPs	NumIndepSNPs	TotalRareAlleles
BUB1	0.234583	-1.29876	0.001	0.2	0.930482	-0.812839	1	0.930482	0.2834	0.1994	0.1994	3	1	16
GALNT18	0.605227	1.30916	0.001	0.2	0.522962	5	0.308415	0.51942	0.2837	0.528	0.5521	104	5	19
CCNY	0.326171	-0.877976	0.001	0.2	1.85431	-1.61824	1	1.85431	0.284	0.1793	0.1255	9	4	14
ARHGEF10	0.293271	1.124	0.001	0.2	1.11111	0.711094	1	1.11111	0.2843	0.2377	0.2605	55	2	20
NWD1	0.443797	-1.03113	0.001	0.2	1.49472	-1.58674	1	1.49472	0.2844	0.2217	0.2533	12	4	8
CFAP77	0.459103	-0.997866	0.001	0.2	3.05313	-5	1	3.05313	0.2845	0.1401	0.1401	42	4	7
OR4B1	0.260632	1.35113	0.001	0.2	0.862198	0.900501	1	0.862198	0.2846	0.2846	0.2846	4	1	9
POLR3E	0.163812	-1.12921	0.001	0.2	0.675029	-0.530704	1	0.675029	0.2852	0.2208	0.2623	7	1	27
TMEM87A	0.165748	-1.13453	0.001	0.2	0.724474	-1.18285	1	0.724474	0.2854	0.3278	0.3792	20	1	6
ANK3	0.643507	-0.960296	0.001	0.2	4.09878	-5	1	4.09878	0.2856	0.184	0.155	27	6	8
ALDH4A1	0.60897	1.53146	0.001	0.2	0.747743	5	0.317452	0.0474855	0.2858	0.586	0.7887	30	5	16
PLA2G4C	0.498304	1.16009	0.001	0.2	1.83639	1.80211	1	1.83639	0.2858	0.2503	0.2503	16	3	6
PXDN	0.197573	1.21591	0.001	0.2	0.702218	0.592346	1	0.702218	0.2859	0.2859	0.2859	34	1	18
PREX1	0.368383	-0.850657	0.001	0.2	2.91197	-5	1	2.91197	0.2862	0.176	0.1652	27	5	9
LRRC28	0.217948	-1.26288	0.001	0.2	0.955033	-1.25799	1	0.955033	0.2863	0.2863	0.2863	13	1	9
DMGDH	0.402045	1.22489	0.001	0.2	1.20575	1.29508	1	1.20575	0.2866	0.2866	0.2866	22	2	6
AADACL3	0.186195	-1.18804	0.001	0.2	0.819363	-1.189	1	0.819363	0.2873	0.2873	0.2873	2	1	8
LYRM7	0.560966	-1.3884	0.001	0.2	2.99723	-5	1	2.99723	0.2874	0.263	0.263	3	2	8
CHSY3	0.33828	-1.00276	0.001	0.2	2.25457	-5	1	2.25457	0.2875	0.1963	0.1666	17	3	5
EDA	0.484357	1.04802	0.001	0.2	1.04143	0.843481	1	1.04143	0.2884	0.3839	0.4413	25	4	12
NREP	0.386882	-1.22514	0.001	0.2	1.57695	-1.55751	1	1.57695	0.2888	0.1993	0.1939	34	2	10
MAP3K5	0.399645	-1.07889	0.001	0.2	2.60545	-5	1	2.60545	0.2891	0.1633	0.1633	17	3	6
INPP5E	0.324623	-1.46406	0.001	0.2	1.69825	-5	1	1.69825	0.2892	0.1905	0.1905	1	1	5
ADGB	0.194975	1.37662	0.001	0.2	0.719891	0.922949	1	0.719891	0.2901	0.4575	0.4251	45	2	7
ROR2	0.478887	-0.95754	0.001	0.2	2.59201	-5	0.719332	1.45318	0.2904	0.1413	0.2917	20	7	15
FAM156A	0.152147	-1.09613	0.001	0.2	0.605439	-0.169169	1	0.605439	0.2905	0.2905	0.2905	1	1	207
ARHGAP10	0.352743	-0.887023	0.001	0.2	1.47948	-1.52144	1	1.47948	0.2915	0.2267	0.2111	29	4	10
ACSM2A	0.449347	1.27873	0.001	0.2	1.49054	1.2362	1	1.49054	0.2918	0.2529	0.2918	2	2	8
ZNF557	0.14334	-1.06988	0.001	0.2	0.580755	-0.210194	1	0.580755	0.2925	0.2925	0.2925	6	1	129
PHKB	0.310183	1.10513	0.001	0.2	1.05941	1.22575	1	1.05941	0.2928	0.2699	0.2928	9	2	6
CEP128	0.390396	1.08268	0.001	0.2	1.35962	0.992453	1	1.35962	0.2935	0.2809	0.2809	48	4	12
XG	0.15048	-1.09125	0.001	0.2	0.634367	-0.555641	1	0.634367	0.2941	0.2914	0.2913	6	1	22
BAG4	0.278588	-1.44519	0.001	0.2	0.802674	-5	0.443303	0.782815	0.2946	0.521	0.521	2	2	6
ACTR3C	0.562054	1.23066	0.001	0.2	0.57735	0.96543	0.415884	0.276027	0.2954	0.4992	0.6862	50	6	49
ANTXR2	0.470724	-1.00952	0.001	0.2	3.09825	-5	1	3.09825	0.2957	0.2185	0.2185	16	4	7
TUBA1C	0.577739	1.08065	0.001	0.2	1.55997	1.0214	1	1.55997	0.2962	0.4554	0.4501	25	5	13
ANKRD39	0.202735	-0.931285	0.001	0.2	0.870804	-1.24571	1	0.870804	0.2962	0.403	0.403	2	2	7
AKNA	0.150272	1.09063	0.001	0.2	0.578691	0.563733	1	0.578691	0.2964	0.3785	0.3215	8	1	16
P2RX1	0.344887	-1.49609	0.001	0.2	1.77787	-5	1	1.77787	0.2967	0.1819	0.1819	4	1	5
TP63	0.395112	-0.680384	0.001	0.2	1.31923	-5	0.553377	0.330245	0.2971	0.2092	0.542	53	11	23
SPNS2	0.167608	1.1396	0.001	0.2	0.623156	0.75479	1	0.623156	0.2972	0.2972	0.2972	9	1	9
PTPRG	0.510582	1.23402	0.001	0.2	0.00435723	1.95041	0.150912	1.23303	0.2973	0.8454	0.1536	97	8	98
NCF2	0.467097	-1.01343	0.001	0.2	3.09825	-5	1	3.09825	0.2973	0.2259	0.2259	19	4	7
FAM169B	0.114748	0.975667	0.001	0.2	0.452047	0.694438	1	0.452047	0.2974	0.2754	0.28	6	1	8
DEFB1	0.154016	1.10155	0.001	0.2	0.574487	0.563188	1	0.574487	0.2977	0.3893	0.407	5	1	16
ADAMTS2	0.382244	-1.10955	0.001	0.2	1.15114	-0.785773	1	1.15114	0.298	0.3352	0.3342	56	3	23
HDAC8	0.510095	-1.02871	0.001	0.2	2.44486	-1.77274	1	2.44486	0.2983	0.1872	0.1872	11	4	18
SLC1A3	0.259079	1.34813	0.001	0.2	0.854961	1.26697	1	0.854961	0.2983	0.2983	0.2983	15	1	5
TMEM38B	0.42864	-1.12217	0.001	0.2	2.87299	-5	1	2.87299	0.2985	0.1676	0.1676	9	3	8
ADGRE1	0.144191	-1.07247	0.001	0.2	0.583459	-0.207936	1	0.583459	0.2986	0.2986	0.2986	10	1	134
MAST2	0.250253	-1.01374	0.001	0.2	1.04031	-0.595998	1	1.04031	0.2986	0.2497	0.2575	19	2	36
SCARB2	0.377858	1.21865	0.001	0.2	0.900758	1.02351	1	0.900758	0.2988	0.2935	0.2988	9	2	7
REEP1	0.333074	0.965688	0.001	0.2	0.948051	0.538688	1	0.948051	0.2992	0.2968	0.2942	9	3	27
PDLIM5	0.574222	1.11063	0.001	0.2	0.762705	0.602324	1	0.762705	0.3	0.4926	0.4653	89	9	18
DGKK	0.289725	1.46894	0.001	0.2	0.21325	2.20713	0.360367	0.0463806	0.3002	0.5515	0.8321	6	2	23
"FAM47E,FAM47E-STBD1"	0.318476	1.00878	0.001	0.2	0.738528	0.780344	1	0.738528	0.3002	0.4112	0.3875	8	3	10
TNIP1	0.328181	-1.16967	0.001	0.2	2.04015	-5	1	2.04015	0.3005	0.284	0.284	7	2	5
NTRK3	0.321379	-0.776486	0.001	0.2	2.54483	-5	1	2.54483	0.3007	0.2726	0.2726	63	5	10
PDHA1	0.302005	-1.42636	0.001	0.2	1.65311	-5	1	1.65311	0.3011	0.196	0.196	5	1	6
FAM186A	0.260961	1.08996	0.001	0.2	0.814217	0.759721	1	0.814217	0.3013	0.2763	0.2039	25	2	12
ZNF28	0.130402	1.0291	0.001	0.2	0.50919	0.670108	1	0.50919	0.3016	0.3016	0.3016	2	1	10
RAP1GDS1	0.397499	-1.22185	0.001	0.2	1.66892	-1.60712	1	1.66892	0.302	0.1347	0.1263	11	2	9
SLC24A3	0.628306	1.20545	0.001	0.2	1.27234	0.991795	1	1.27234	0.3022	0.5689	0.5391	90	5	11
KCNIP4	0.834878	-0.760572	0.001	0.2	3.47864	-0.656497	1	3.47864	0.3028	0.0966	0.0847	157	26	87
PRPH	0.152717	-1.09778	0.001	0.2	0.609719	-0.180975	1	0.609719	0.3029	0.271	0.271	1	1	186
FER1L6	0.270052	0.886008	0.001	0.2	0.90311	0.865116	1	0.90311	0.303	0.3014	0.2122	20	3	10
HS6ST2	0.371873	-1.19327	0.001	0.2	2.31698	-5	1	2.31698	0.3032	0.1993	0.1993	10	2	7
SLC2A9	0.303208	1.32327	0.001	0.2	0.541279	0.435672	1	0.541279	0.3035	0.5076	0.5073	37	2	24
KMT2C	0.370659	1.01413	0.001	0.2	1.39645	0.750827	1	1.39645	0.3035	0.2375	0.2044	22	3	22
ULK4	0.472549	-0.79162	0.001	0.2	1.54831	-5	0.684972	1.05816	0.3041	0.2417	0.2635	80	7	28
ASB5	0.385697	-1.20107	0.001	0.2	1.63154	-5	0.576938	0.842073	0.3041	0.2928	0.4261	11	4	12
DIAPH3	0.404856	-0.740915	0.001	0.2	1.96379	-1.67121	1	1.96379	0.3048	0.1995	0.1858	34	7	13
SBNO1	0.334841	-1.15062	0.001	0.2	1.40755	-1.48748	1	1.40755	0.3049	0.3049	0.3049	8	2	9
GPCPD1	0.283842	1.06565	0.001	0.2	1.09993	0.71615	1	1.09993	0.3053	0.2514	0.2512	4	2	19
EMID1	0.220084	0.74368	0.001	0.2	0.71405	0.868502	1	0.71405	0.3053	0.4173	0.3576	38	7	10
AKAP12	0.603542	-0.888428	0.001	0.2	2.28176	-5	0.504195	0.0893311	0.3054	0.0924	0.7099	105	11	160
P2RY1	0.22875	-1.28641	0.001	0.2	1.34169	-5	1	1.34169	0.3055	0.3055	0.3055	2	1	5
AGPAT3	0.359785	1.47835	0.001	0.2	0.653145	5	0.376676	0.0726357	0.306	0.5817	1	21	4	6
PPM1K	0.331964	-1.47585	0.001	0.2	1.75998	-5	1	1.75998	0.3064	0.1748	0.1748	4	1	6
SELP	0.276429	0.954109	0.001	0.2	0.442965	0.383645	1	0.442965	0.3071	0.4328	0.3745	7	3	27
ABO	0.298079	1.33897	0.001	0.2	1.1876	0.962717	1	1.1876	0.3074	0.3074	0.2995	17	3	11
GNG7	0.572789	-1.10836	0.001	0.2	2.21501	-1.37758	1	2.21501	0.3075	0.2438	0.2255	33	5	15
ERC1	0.516152	-0.917018	0.001	0.2	0.876561	-3.01402	0.380708	0.750773	0.3086	0.3778	0.3294	223	7	52
PRICKLE2	0.351782	1.48964	0.001	0.2	0.381265	3.26399	0.303518	0.154756	0.3088	0.477	0.6282	9	3	9
BACE2	0.386682	-1.07031	0.001	0.2	2.62517	-5	1	2.62517	0.309	0.2521	0.2521	20	3	7
ITIH2	0.216485	-0.96985	0.001	0.2	1.03392	-1.3555	1	1.03392	0.3092	0.2338	0.1884	10	2	7
TCTEX1D2	0.262664	1.35504	0.001	0.2	0.877367	1.32243	1	0.877367	0.3095	0.3095	0.3095	2	1	5
TRANK1	0.426188	-1.73771	0.001	0.2	1.77677	-5	0.370564	0.00381993	0.3098	0.1749	1	21	4	25
ZFAND3	0.419302	-0.977903	0.001	0.2	1.96332	-1.69897	1	1.96332	0.3098	0.2828	0.2828	20	4	10
WRAP53	0.180223	1.01941	0.001	0.2	0.282824	0.638118	1	0.282824	0.31	0.5637	0.5532	11	3	6
CD300C	0.145229	-1.07561	0.001	0.2	0.595682	-0.283523	1	0.595682	0.3103	0.3103	0.3103	2	1	80
CD300LB	0.145229	-1.07561	0.001	0.2	0.595682	-0.283523	1	0.595682	0.3103	0.3103	0.3103	1	1	80
PSAPL1	0.29937	-1.13206	0.001	0.2	1.96144	-5	1	1.96144	0.3103	0.3103	0.3103	9	2	6
CCDC27	0.152753	1.09789	0.001	0.2	0.590703	0.769897	1	0.590703	0.3104	0.1551	0.1808	2	1	9
SMIM1	0.152753	1.09789	0.001	0.2	0.590703	0.769897	1	0.590703	0.3104	0.1551	0.1808	1	1	9
OR52E6	0.1947	-1.20899	0.001	0.2	0.787347	-0.94173	1	0.787347	0.3105	0.3105	0.3105	1	1	9
IL1RAPL2	0.397223	0.972577	0.001	0.2	0.572891	0.485299	1	0.572891	0.3109	0.4942	0.5007	11	5	20
KANK3	0.329428	-1.13531	0.001	0.2	1.43378	-1.50331	1	1.43378	0.3111	0.3111	0.2728	4	2	9
EXD1	0.514376	-1.08319	0.001	0.2	2.12754	-1.7831	1	2.12754	0.3115	0.3352	0.3352	10	4	12
USP40	0.342631	-1.19134	0.001	0.2	2.15008	-5	1	2.15008	0.3115	0.2349	0.2349	9	2	6
PPP1R13L	0.269424	1.06236	0.001	0.2	1.01422	0.398107	1	1.01422	0.3119	0.2672	0.2274	2	2	55
CASP5	0.417478	-1.31365	0.001	0.2	1.55219	-5	0.5782	0.93032	0.3121	0.3121	0.4769	6	3	13
SMYD3	0.208517	1.22927	0.001	0.2	0.742295	0.327256	1	0.742295	0.3128	0.3298	0.3158	132	2	62
PDCL	0.315219	-1.11322	0.001	0.2	1.41164	-1.45923	1	1.41164	0.3133	0.2717	0.3131	4	2	11
"C17orf77,CD300LD"	0.124819	-1.0106	0.001	0.2	0.524243	-0.261175	1	0.524243	0.3141	0.3141	0.3141	2	1	82
RNF213	0.610004	-1.0084	0.001	0.2	2.09827	-1.83041	0.763186	1.93811	0.3144	0.2385	0.2201	32	7	21
PDE3B	0.162775	0.796804	0.001	0.2	0.0170889	1.88328	0.276034	0.114243	0.3147	0.7187	0.6173	15	4	24
TRIM61	0.247785	1.48606	0.001	0.2	0.396888	0.423712	0.792452	0.394351	0.3148	0.5051	0.4997	15	2	28
LRRC47	0.222875	0.9854	0.001	0.2	0.570283	0.742888	1	0.570283	0.3149	0.5012	0.5065	4	2	10
LILRA4	0.342257	1.89322	0.001	0.2	0.015051	-1.61666	0.298265	0.897867	0.3153	0.8833	0.255	11	3	67
C10orf90	0.301396	1.14825	0.001	0.2	0.27772	0.509387	1	0.27772	0.3153	0.7072	0.6122	54	3	9
RFTN1	0.471576	1.29844	0.001	0.2	0.749328	0.821425	1	0.749328	0.3155	0.5971	0.543	37	5	9
ZNF585A	0.270945	-1.05375	0.001	0.2	1.20706	-1.3729	1	1.20706	0.3158	0.3158	0.3158	4	2	12
SLC9A8	0.417201	-0.865647	0.001	0.2	3.08078	-5	1	3.08078	0.3158	0.1528	0.1395	9	5	9
"MSMB,TIMM23B"	0.153148	-1.09904	0.001	0.2	0.645056	-0.622755	1	0.645056	0.316	0.316	0.316	12	1	18
KSR2	0.39309	1.29528	0.001	0.2	0.402575	2.62877	0.264315	0.245797	0.3162	0.5081	0.483	42	8	11
YAP1	0.356302	-0.884102	0.001	0.2	2.3332	-5	1	2.3332	0.3167	0.2243	0.1928	23	4	5
IFT74	0.313028	-1.44501	0.001	0.2	1.70907	-5	1	1.70907	0.3168	0.1982	0.1982	3	1	6
LRRC19	0.313028	-1.44501	0.001	0.2	1.70907	-5	1	1.70907	0.3168	0.1982	0.1982	3	1	6
CHODL	0.705444	-0.935396	0.001	0.2	2.77547	-0.895648	1	2.77547	0.3169	0.2153	0.2092	54	11	41
CD300A	0.118552	-0.989107	0.001	0.2	0.50217	-0.254931	1	0.50217	0.3175	0.3175	0.3175	4	1	84
CTNND2	0.535207	-0.743435	0.001	0.2	1.98863	-1.00273	1	1.98863	0.3175	0.2103	0.1908	113	15	24
TLK1	0.145279	0.873036	0.001	0.2	0.115479	1.86826	0.289493	0.132505	0.3178	0.6885	0.6764	24	5	7
SH3RF3	0.44439	-1.11333	0.001	0.2	2.98833	-5	1	2.98833	0.3182	0.169	0.169	50	3	10
BRDT	0.351376	-1.17018	0.001	0.2	2.13916	-5	1	2.13916	0.3185	0.1898	0.1898	8	2	5
RPGRIP1	0.346625	-1.15603	0.001	0.2	1.5307	-1.50832	1	1.5307	0.3187	0.2364	0.2298	8	2	11
PRR16	0.573327	-1.08646	0.001	0.2	2.78395	-1.89879	1	2.78395	0.3188	0.21	0.21	29	4	13
KANSL1	0.51259	-0.66981	0.001	0.2	0.372382	-5	0.317326	0.00582275	0.3189	0.4862	0.9613	118	17	322
EFCAB13	0.228616	1.12631	0.001	0.2	0.781482	0.73555	1	0.781482	0.32	0.3211	0.1874	6	2	12
GRK4	0.366142	1.04328	0.001	0.2	1.1661	1.06678	1	1.1661	0.32	0.3062	0.3191	10	3	9
"FPGT-TNNI3K,TNNI3K"	0.3264	1.00469	0.001	0.2	0.723175	0.658651	1	0.723175	0.3201	0.3333	0.2722	28	3	14
TSPAN8	0.184479	1.07553	0.001	0.2	0.0981341	5	0.330516	0.171945	0.3202	0.7231	0.5628	7	2	6
CDRT1	0.284634	1.20372	0.001	0.2	1.0061	1.18919	1	1.0061	0.3205	0.2898	0.2229	2	2	6
BAIAP2L1	0.338161	1.00856	0.001	0.2	0.402434	1.69975	0.43788	0.24103	0.3214	0.5406	0.4797	40	6	11
ANGPT1	0.205015	-0.831037	0.001	0.2	1.63994	-5	1	1.63994	0.3216	0.2535	0.2535	33	3	6
PDE11A	0.494528	1.17547	0.001	0.2	0.470067	1.37416	0.427852	0.0381605	0.3217	0.5075	0.8298	41	5	51
TERB2	0.271686	1.12708	0.001	0.2	1.03245	1.21044	1	1.03245	0.3222	0.3222	0.2708	7	2	6
DPPA3	0.19883	1.21891	0.001	0.2	0.721414	0.759477	1	0.721414	0.3223	0.2876	0.3323	1	1	11
PDZK1	0.136141	-1.04754	0.001	0.2	0.559613	-0.216686	1	0.559613	0.323	0.2785	0.2785	1	1	125
WDR1	0.116114	0.98053	0.001	0.2	0.459364	0.618685	1	0.459364	0.3231	0.5111	0.5111	12	1	10
OR6C1	0.0981659	-0.913122	0.001	0.2	0.438212	-0.529744	1	0.438212	0.3236	0.3946	0.3564	3	1	16
GPR39	0.163762	1.42545	0.001	0.2	0.729686	0.603733	1	0.729686	0.3238	0.3177	0.3452	32	2	17
CNBD1	0.70845	1.26979	0.001	0.2	0.74682	3.22247	0.170773	0.762693	0.3244	0.5772	0.5499	58	10	29
HYKK	0.269376	1.12081	0.001	0.2	0.569446	0.970048	1	0.569446	0.3247	0.3247	0.3247	9	2	5
GYG2	0.180282	-1.17304	0.001	0.2	0.729462	-0.506085	1	0.729462	0.3254	0.2042	0.2123	27	1	30
HECW2	0.194794	0.971282	0.001	0.2	0.502698	1.04984	1	0.502698	0.3255	0.7796	0.7796	12	4	5
"NBPF10,NBPF19,NBPF20,PDZK1"	0.113608	-0.971577	0.001	0.2	0.480292	-0.198526	1	0.480292	0.326	0.326	0.326	11	1	127
AFDN	0.386039	0.935234	0.001	0.2	1.39068	0.354137	1	1.39068	0.3261	0.2033	0.1914	12	4	97
MLLT10	0.406791	-0.849579	0.001	0.2	2.87944	-5	1	2.87944	0.3264	0.1555	0.1555	21	5	7
OR4C3	0.123919	1.00756	0.001	0.2	0.485114	0.640479	1	0.485114	0.3265	0.5123	0.5123	1	1	10
LEKR1	0.40029	-0.760346	0.001	0.2	1.91835	-5	0.586126	0.993059	0.3266	0.1906	0.3517	63	11	17
CALHM3	0.4513	-1.13774	0.001	0.2	2.92035	-5	1	2.92035	0.3277	0.2459	0.2459	3	3	8
CWC27	0.368935	-1.00957	0.001	0.2	2.34984	-5	1	2.34984	0.3277	0.1713	0.1713	22	3	5
SORD	0.526245	1.21173	0.001	0.2	1.28749	0.756796	1	1.28749	0.3281	0.4627	0.4648	17	6	19
UNC45B	0.267337	1.07336	0.001	0.2	0.708092	1.09005	1	0.708092	0.3288	0.3288	0.3288	10	2	5
SLC26A8	0.305455	-0.824945	0.001	0.2	2.12009	-5	1	2.12009	0.3289	0.3289	0.2758	27	4	5
GTF3C1	0.243038	-0.999519	0.001	0.2	1.11235	-1.34102	1	1.11235	0.3292	0.2765	0.2765	6	2	9
SLC9A7	0.217354	0.980715	0.001	0.2	0.86549	1.00817	1	0.86549	0.3293	0.3293	0.3293	6	2	7
HS3ST3A1	0.428717	-1.0908	0.001	0.2	2.77473	-5	1	2.77473	0.3295	0.1808	0.1808	26	3	7
SLC17A9	0.122933	1.00421	0.001	0.2	0.487601	0.755823	1	0.487601	0.3303	0.2843	0.4083	12	1	7
CACHD1	0.235922	1.30156	0.001	0.2	0.767982	1.10121	1	0.767982	0.3305	0.3305	0.3305	6	1	6
GYPB	0.127991	-1.02118	0.001	0.2	0.537685	-0.354263	1	0.537685	0.331	0.331	0.331	2	1	42
EDAR	0.335859	-1.15335	0.001	0.2	2.18076	-5	1	2.18076	0.3312	0.1976	0.1976	10	2	8
MROH2A	0.402269	0.929068	0.001	0.2	1.28502	0.807863	1	1.28502	0.3313	0.3138	0.2182	30	6	18
QPRT	0.235358	0.988163	0.001	0.2	0.897191	0.35315	1	0.897191	0.3318	0.3595	0.3593	4	2	65
DAOA	0.31392	-1.4465	0.001	0.2	1.7297	-5	1	1.7297	0.3319	0.1987	0.1987	1	1	5
EPB41L2	0.425699	1.164	0.001	0.2	1.5103	1.38859	1	1.5103	0.3322	0.236	0.2919	18	3	7
RGPD1	0.401496	-1.23053	0.001	0.2	2.29209	-5	1	2.29209	0.3324	0.208	0.208	3	2	5
CTU2	0.190707	1.19924	0.001	0.2	0.688729	0.556721	1	0.688729	0.3325	0.3154	0.2761	9	1	19
ELP4	0.152687	0.838328	0.001	0.2	0.631947	0.886283	1	0.631947	0.3325	0.5016	0.5134	22	3	7
PLA2G6	0.265816	1.19864	0.001	0.2	0.703833	0.756531	1	0.703833	0.3327	0.4233	0.3948	57	2	11
ACTN4	0.514164	1.12252	0.001	0.2	1.68618	1.25326	1	1.68618	0.333	0.2967	0.2748	37	4	9
FMN1	0.371125	1.22026	0.001	0.172458	1.50308	5	0.284041	0.0606175	0.3332	0.1928	0.7794	178	15	39
CHP1	0.45293	-1.0962	0.001	0.2	2.84651	-5	1	2.84651	0.3338	0.2665	0.2665	6	3	9
PUM2	0.462169	1.03445	0.001	0.2	1.33641	1.31082	1	1.33641	0.3343	0.6471	0.6471	31	4	7
SEC14L1	0.313966	1.01577	0.001	0.2	0.862955	1.30811	1	0.862955	0.335	0.6501	0.6501	19	3	5
"CRHR1,LINC02210-CRHR1"	0.166435	-0.540983	0.001	0.2	0.547341	-0.639633	1	0.547341	0.3354	0.3954	0.3262	20	6	19
KLHL29	0.594429	-0.908508	0.001	0.2	2.65573	-1.90274	1	2.65573	0.3366	0.2088	0.2447	85	7	11
SYK	0.502067	-1.02917	0.001	0.2	3.41596	-5	1	3.41596	0.3367	0.2568	0.2568	27	4	10
9-Sep	0.17886	-0.865881	0.001	0.2	0.563757	-1.08422	1	0.563757	0.3368	0.4407	0.3961	9	3	5
PCP4	0.467726	1.09323	0.001	0.2	1.56062	0.93043	1	1.56062	0.3372	0.3187	0.2627	31	4	15
RPGRIP1L	0.316148	-0.836665	0.001	0.2	2.18079	-5	1	2.18079	0.3373	0.1838	0.167	9	4	5
MMP26	0.226771	1.28216	0.001	0.2	0.761039	1.12017	1	0.761039	0.3376	0.3376	0.3376	2	1	5
OR51L1	0.226771	1.28216	0.001	0.2	0.761039	1.12017	1	0.761039	0.3376	0.3376	0.3376	1	1	5
ITGA9	0.407898	-0.848387	0.001	0.2	2.86432	-5	1	2.86432	0.3377	0.2308	0.2308	12	5	7
RARRES1	0.381255	-1.04599	0.001	0.2	1.72427	-1.22281	1	1.72427	0.3385	0.2749	0.2749	7	3	16
"NCOA4,TIMM23B"	0.110003	-0.95845	0.001	0.2	0.49122	-0.623685	1	0.49122	0.3386	0.3641	0.2843	9	1	13
OR52H1	0.170434	-1.14722	0.001	0.2	0.728309	-0.881561	1	0.728309	0.3389	0.3389	0.3389	2	1	11
UCP2	0.200839	1.22368	0.001	0.2	0.699437	1.07226	1	0.699437	0.3394	0.3394	0.3394	1	1	5
SORCS1	0.280351	1.59292	0.001	0.170753	0.357116	5	0.267602	0.0294768	0.3405	0.5959	1	48	6	10
ATP12A	0.205826	-0.948993	0.001	0.2	0.951688	-0.606166	1	0.951688	0.3411	0.3131	0.3369	7	2	29
CFAP54	0.294483	-0.810948	0.001	0.2	2.07191	-5	1	2.07191	0.3416	0.3416	0.2854	31	4	5
"FAM83G,SLC5A10"	0.170032	1.14614	0.001	0.2	0.628999	0.524411	1	0.628999	0.3417	0.3417	0.3417	5	1	19
F10	0.249074	1.32843	0.001	0.2	0.809686	1.14999	1	0.809686	0.3417	0.3417	0.3417	2	1	5
GPR32	0.217734	1.2624	0.001	0.2	0.739443	1.10612	1	0.739443	0.3418	0.3418	0.3418	1	1	5
NPHP4	0.303684	-0.855166	0.001	0.2	2.32634	-5	1	2.32634	0.342	0.1746	0.1723	19	4	7
GATS	0.481275	-1.02031	0.001	0.2	2.05684	-1.74109	1	2.05684	0.3425	0.2629	0.2629	8	4	10
SLCO1A2	0.216087	0.790331	0.001	0.2	0.271918	0.35036	1	0.271918	0.3429	0.5366	0.3661	39	5	19
DRD2	0.430798	-0.868802	0.001	0.2	2.14066	-5	0.706532	1.98864	0.3434	0.2362	0.2246	23	7	14
ZWINT	0.173701	1.1559	0.001	0.2	0.619038	0.982754	1	0.619038	0.3441	0.3171	0.195	3	1	6
PPM1F	0.389046	-1.10721	0.001	0.2	1.56572	-1.53601	1	1.56572	0.3442	0.2863	0.2863	7	3	10
DLEU7	0.120389	0.995489	0.001	0.2	0.478801	0.898585	1	0.478801	0.3443	0.2611	0.3443	14	1	5
ZNF518B	0.173007	1.15407	0.001	0.2	0.630101	1.02794	1	0.630101	0.3443	0.2369	0.2992	3	1	5
SORCS2	0.354658	-0.868083	0.001	0.2	1.64227	-1.52905	1	1.64227	0.3447	0.3952	0.3915	103	5	14
HS3ST4	0.316006	-0.774726	0.001	0.2	1.17256	-0.674537	1	1.17256	0.3451	0.2382	0.1891	30	5	29
REV3L	0.402243	1.11078	0.001	0.2	1.00552	0.978419	1	1.00552	0.3451	0.3749	0.3749	8	3	9
TYRP1	0.244716	-1.00225	0.001	0.2	1.10251	-1.35993	1	1.10251	0.3453	0.2864	0.3962	3	2	8
GALNT9	0.181106	0.921758	0.001	0.2	0.757357	0.941797	1	0.757357	0.3471	0.3471	0.3248	19	2	7
COMMD1	0.311141	0.985177	0.001	0.2	0.734779	0.55222	1	0.734779	0.3472	0.3367	0.3568	11	4	20
PRR32	0.166416	-1.13636	0.001	0.2	0.714526	-0.87231	1	0.714526	0.3475	0.3475	0.3475	2	1	11
ASB12	0.185637	1.18664	0.001	0.2	0.660739	1.03817	1	0.660739	0.3476	0.3476	0.2902	21	1	5
TMC3	0.391883	-1.06243	0.001	0.2	2.64306	-5	1	2.64306	0.3477	0.2183	0.2183	5	3	7
RNASE2	0.274908	1.10466	0.001	0.2	0.332904	0.519321	0.985908	0.332932	0.3478	0.6132	0.5927	16	4	11
GLI3	0.586539	-0.922714	0.001	0.2	3.91979	-5	1	3.91979	0.348	0.1775	0.1775	46	6	9
GYPE	0.200303	-0.979624	0.001	0.2	0.881742	-0.327249	1	0.881742	0.3482	0.3083	0.3077	2	2	80
OR11H7	0.116912	-0.983352	0.001	0.2	0.528524	-0.762212	1	0.528524	0.3485	0.3485	0.3485	1	1	10
FAAP24	0.359617	-1.01591	0.001	0.2	1.6947	-1.60365	1	1.6947	0.3486	0.2519	0.2519	13	3	10
SLC9A3R1	0.308743	1.10321	0.001	0.2	1.15215	1.27023	1	1.15215	0.3492	0.3748	0.3748	2	2	6
CABLES2	0.21684	1.08528	0.001	0.2	0.303493	0.643406	1	0.303493	0.3492	0.5128	0.6208	19	2	6
CNTNAP5	0.353477	-0.779086	0.001	0.2	1.15866	-0.556202	1	1.15866	0.3493	0.2672	0.2168	101	6	40
SH2D4A	0.323254	1.24743	0.001	0.2	0.971212	1.00177	1	0.971212	0.3495	0.4214	0.4214	17	2	8
