Gene	AMLstat	factor1	factor2	alpha	ProbStat	ProbFactor	ProbAlpha	CMATstat	AMLpvalue	Probpvalue	CMATpvalue	NumValidSNPs	NumIndepSNPs	TotalRareAlleles
KCNE3	0.00490941	0.224985	0.001	0.2	0.0248458	0.213372	1	0.0248458	1	1	1	14	1	5
ATF1	0.0171922	0.337608	0.001	0.2	0.0484718	0.287413	1	0.0484718	1	1	1	10	4	5
FGD4	0.0046195	0.160673	0.001	0.2	0.0126603	0.150258	1	0.0126603	1	1	1	12	3	5
GRIN2B	0.00415627	-0.197447	0.001	0.2	0.0865075	2.41548	0.140336	0.0239946	1	0.7776	1	22	4	5
MOK	0.00590487	0.245688	0.001	0.2	0.0295425	0.224186	1	0.0295425	1	0.8266	1	6	1	5
"AVEN,CHRM5"	0.00433972	0.211751	0.001	0.2	0.0121141	0.144199	1	0.0121141	1	1	0.8873	7	4	5
CHST6	0.0408517	-0.405316	0.001	0.2	0.0993326	-0.402766	1	0.0993326	1	1	1	20	3	5
MBTPS1	0.00595482	0.246679	0.001	0.2	0.0297996	0.228326	1	0.0297996	1	0.8309	0.7439	11	1	5
NECAB2	0.00389006	0.208202	0.001	0.2	0.0127334	-0.146402	1	0.0127334	1	1	1	12	2	5
PALB2	0.00991383	-0.227957	0.001	0.2	0.00591881	0.101271	1	0.00591881	1	0.97	0.8749	13	3	5
KRT33B	6.75E-05	-0.0517097	0.001	0.2	0.00133847	-0.0478281	1	0.00133847	1	1	1	1	1	5
DUXA	-0.000168759	-0.0105005	0.001	0.2	0.0393718	0.260365	1	0.0393718	1	0.886	0.85	5	2	5
MYBPC2	0.0030813	0.180621	0.001	0.2	0.0160765	0.167613	1	0.0160765	1	0.8114	0.7315	4	1	5
ZNF227	0.00294465	0.176843	0.001	0.2	0.0154219	0.163343	1	0.0154219	1	0.7989	1	3	1	5
Mar-02	0.00226281	0.156606	0.001	0.2	0.0121141	0.144199	1	0.0121141	1	1	1	8	1	5
SLAMF9	0.00321492	0.184237	0.001	0.2	0.0167053	0.168646	1	0.0167053	1	1	1	2	1	5
SSU72	0.00218129	0.154004	0.001	0.2	0.0117098	0.140496	1	0.0117098	1	0.7728	0.7728	3	1	5
PISD	0.0114561	0.337672	0.001	0.2	0.0559406	0.340652	1	0.0559406	1	1	1	18	1	5
LUZP4	0.000326431	0.0645939	0.001	0.2	0.0632554	0.335253	1	0.0632554	1	1	1	10	2	5
EML6	0.0374092	-0.451052	0.001	0.2	0.132022	-2.28784	0.401965	0.123666	1	0.6895	0.6457	23	4	5
MZT2A	0.000224157	0.0651119	0.001	0.2	0.00210882	0.060298	1	0.00210882	1	1	1	7	1	5
STPG4	0.00633535	-0.194466	0.001	0.2	0.0112228	-0.166442	1	0.0112228	1	1	1	19	4	5
ZRANB3	-2.05E-05	-0.0402197	0.001	0.2	0.0107444	0.135249	1	0.0107444	1	0.951	1	14	2	5
ROBO2	0.00526183	-0.148207	0.001	0.2	3.51E-05	-0.00987934	1	3.51E-05	1	1	1	7	3	5
ELOVL6	0.000189061	0.0576703	0.001	0.2	0.064853	0.337121	1	0.064853	1	1	1	16	2	5
SHROOM3	0.00404454	0.205234	0.001	0.2	0.0207045	0.18741	1	0.0207045	1	0.8686	0.9112	4	1	5
BEND3	0.0115143	-0.24896	0.001	0.2	0.0188035	-0.215731	1	0.0188035	1	1	1	13	2	5
PRL	0.000965514	0.107868	0.001	0.2	0.00577065	0.0989129	1	0.00577065	1	0.8685	1	4	1	5
CCZ1	0.0187863	0.419779	0.001	0.2	0.000701977	-0.0345816	1	0.000701977	1	1	0.9645	3	2	5
NUDT1	0.000435682	0.0796996	0.001	0.2	0.00315719	0.0731118	1	0.00315719	1	0.8897	0.7006	3	1	5
CYP11B2	0.000236298	-0.0587017	0.001	0.2	0.0136863	0.15338	1	0.0136863	1	0.9231	1	7	2	5
FABP12	0.0192143	-0.432618	0.001	0.2	0.099252	-0.495339	1	0.099252	1	1	1	6	1	5
KIAA1456	0.00824793	-0.261696	0.001	0.2	0.000263514	0.0211337	1	0.000263514	1	1	1	19	2	5
TTC39B	-0.000122839	0.0268542	0.001	0.2	0.0358589	0.250579	1	0.0358589	1	1	0.9801	17	2	5
GSTO1	0.000319129	-0.0720295	0.001	0.2	0.00260887	-0.0631474	1	0.00260887	1	1	1	10	1	6
ARRB1	0.0135408	-0.285495	0.001	0.2	0.00361382	-0.0737946	1	0.00361382	1	1	1	7	2	6
OR52E1	-8.82E-05	-0.00227346	0.001	0.2	0.0269252	0.20737	1	0.0269252	1	1	1	2	2	6
OR52K1	0.00028407	-0.0695564	0.001	0.2	0.00243151	-0.0605618	1	0.00243151	1	1	1	1	1	6
PGAP2	-0.000191208	0.00928384	0.001	0.2	4.30E-05	0.00808212	1	4.30E-05	1	0.8662	0.8786	3	1	6
SLC2A14	0.0013791	-0.125507	0.001	0.2	0.00795596	-0.109787	1	0.00795596	1	0.9591	0.7643	3	1	6
FRMD5	0.0105639	0.324769	0.001	0.2	0.0508329	0.291296	1	0.0508329	1	1	1	4	1	6
TBC1D16	0.000484722	0.0682541	0.001	0.2	0.00719295	0.105048	1	0.00719295	1	1	1	11	4	6
NLRP2	0.00126593	-0.106833	0.001	0.2	0.0166584	0.165143	1	0.0166584	1	0.8902	0.9951	9	2	6
ZNF788	-0.000305998	-0.0129173	0.001	0.2	0.00261398	-0.0624581	1	0.00261398	1	1	1	2	2	6
ATAD3A	0.00617921	0.192394	0.001	0.2	0.119592	0.471542	1	0.119592	1	0.7975	0.8561	3	2	6
TARBP1	-0.00030262	-0.00989632	0.001	0.2	0.000342589	-0.0234056	1	0.000342589	1	1	1	8	4	6
AIFM3	9.41E-05	0.0542183	0.001	0.2	0.00146112	0.0469981	1	0.00146112	1	1	0.913	2	1	6
APOL3	0.00428227	-0.210854	0.001	0.2	0.0225705	-0.184745	1	0.0225705	1	1	0.7224	6	1	6
CRKL	9.41E-05	0.0542183	0.001	0.2	0.00146112	0.0469981	1	0.00146112	1	1	0.913	2	1	6
LRRC74B	9.41E-05	0.0542183	0.001	0.2	0.00146112	0.0469981	1	0.00146112	1	1	0.913	2	1	6
LZTR1	9.41E-05	0.0542183	0.001	0.2	0.00146112	0.0469981	1	0.00146112	1	1	0.913	4	1	6
PI4KA	9.41E-05	0.0542183	0.001	0.2	0.00146112	0.0469981	1	0.00146112	1	1	0.913	8	1	6
SERPIND1	9.41E-05	0.0542183	0.001	0.2	0.00146112	0.0469981	1	0.00146112	1	1	0.913	1	1	6
SNAP29	9.41E-05	0.0542183	0.001	0.2	0.00146112	0.0469981	1	0.00146112	1	1	0.913	2	1	6
TSPAN7	0.000328719	0.0621317	0.001	0.2	0.000663019	-0.0314986	1	0.000663019	1	0.945	0.945	5	2	6
ZNF182	0.00801422	0.284406	0.001	0.2	0.0392831	0.254821	1	0.0392831	1	0.7701	0.8436	2	1	6
ANKRD36C	0.0171393	0.328163	0.001	0.2	0.0698397	0.308559	1	0.0698397	1	1	0.8823	4	2	6
CCDC148	0.00073882	0.0206904	0.0348312	0.2	0.0123472	-1.09414	0.168078	0.0102777	1	1	1	25	4	6
"UGT1A10,UGT1A6,UGT1A7,UGT1A8,UGT1A9"	0.00442151	-0.214075	0.001	0.2	0.0232658	-0.187968	1	0.0232658	1	0.9136	1	14	1	6
"UGT1A10,UGT1A7,UGT1A8,UGT1A9"	0.00442151	-0.214075	0.001	0.2	0.0232658	-0.187968	1	0.0232658	1	0.9136	1	5	1	6
"UGT1A10,UGT1A8"	0.00442151	-0.214075	0.001	0.2	0.0232658	-0.187968	1	0.0232658	1	0.9136	1	29	1	6
UGT1A3	0.00442151	-0.214075	0.001	0.2	0.0232658	-0.187968	1	0.0232658	1	0.9136	1	9	1	6
UGT1A6	0.00442151	-0.214075	0.001	0.2	0.0232658	-0.187968	1	0.0232658	1	0.9136	1	8	1	6
UGT1A7	0.00442151	-0.214075	0.001	0.2	0.0232658	-0.187968	1	0.0232658	1	0.9136	1	4	1	6
CHCHD6	0.00227327	-0.110657	0.001	0.2	0.0111237	-0.131079	1	0.0111237	1	1	1	11	4	6
TRIML2	0.00276571	-0.171768	0.001	0.2	0.0149412	-0.150368	1	0.0149412	1	1	0.7696	5	1	6
NMBR	-0.000202218	-0.0219642	0.001	0.2	0.0144021	-0.147344	1	0.0144021	1	1	1	11	2	6
ABCA13	0.00290322	0.175682	0.001	0.2	0.0151293	0.153574	1	0.0151293	1	0.9923	1	41	1	6
AMZ1	0.00419387	0.208783	0.001	0.2	0.0212968	0.183564	1	0.0212968	1	0.8864	0.8641	27	1	6
DHTKD1	0.00312093	-0.12221	0.001	0.2	0.00621236	-0.092917	1	0.00621236	1	1	1	6	3	7
TACC2	0.00507747	-0.156171	0.001	0.2	0.0312061	-0.208243	1	0.0312061	1	1	1	33	4	7
PAMR1	0.0445011	0.641879	0.001	0.2	0.171918	0.724545	1	0.171918	1	1	1	5	1	7
CHRNA7	0.0150238	-0.384599	0.001	0.2	0.0764184	-0.322134	1	0.0764184	1	1	1	70	1	7
ZNF350	0.0152833	-0.387768	0.001	0.2	0.0776732	-0.326637	1	0.0776732	1	0.8761	0.9358	4	1	7
P2RX6	0.00207841	-0.150656	0.001	0.2	0.0115198	-0.125968	1	0.0115198	1	1	1	1	1	7
"PRR5,PRR5-ARHGAP8"	0.000146388	0.053129	0.001	0.2	0.00980183	-0.116325	1	0.00980183	1	1	1	8	2	7
SLC7A4	0.00456216	-0.217279	0.001	0.2	0.024113	-0.181819	1	0.024113	1	1	1	18	1	7
MAMLD1	0.0063772	-0.254898	0.001	0.2	0.033239	-0.216512	1	0.033239	1	1	0.7872	3	1	7
PRR32	0.00409455	-0.20643	0.001	0.2	0.0217102	-0.175167	1	0.0217102	1	1	1	2	1	7
EXOC6B	0.0017833	0.134866	0.001	0.2	0.128416	0.392109	1	0.128416	1	0.6301	0.6661	27	2	7
"UGT1A10,UGT1A8,UGT1A9"	0.00387683	0.201172	0.001	0.2	0.0200108	0.155491	1	0.0200108	1	1	1	7	1	7
UGT1A9	0.00387683	0.201172	0.001	0.2	0.0200108	0.155491	1	0.0200108	1	1	1	7	1	7
"FAM47E,FAM47E-STBD1"	-0.000354982	7.28E-05	0.001	0.2	0.00129963	-0.0429249	1	0.00129963	1	1	1	7	2	7
TBC1D1	0.0130025	-0.358844	0.001	0.2	0.0664045	-0.301652	1	0.0664045	1	1	1	5	1	7
ZFP42	0.0107407	-0.32737	0.001	0.2	0.0551708	-0.274045	1	0.0551708	1	1	0.8864	2	1	7
KIAA0825	0.00122937	-0.0900126	0.001	0.2	0.0111614	-0.124735	1	0.0111614	1	0.9625	0.9337	16	4	7
REEP5	0.0113805	0.336599	0.001	0.2	0.0554742	0.259265	1	0.0554742	1	1	1	2	1	7
GNAQ	0.00155328	0.0939559	0.001	0.2	0.000139385	-0.0131502	1	0.000139385	1	1	1	14	3	7
SAXO1	5.55E-05	-0.0390034	0.001	0.2	0.00124229	0.0388465	1	0.00124229	1	1	1	18	5	7
FAT3	0.0079101	-0.237327	0.001	0.2	0.0809686	-0.333735	1	0.0809686	1	0.524	0.5621	18	3	8
OR52M1	0.0117545	-0.341869	0.001	0.2	0.0603668	-0.285984	1	0.0603668	1	1	1	1	1	8
KRT6A	0.00570684	-0.179049	0.001	0.2	0.0201752	-0.149786	1	0.0201752	1	0.9724	0.9401	9	2	8
FSCB	0.0106417	0.325915	0.001	0.2	0.0516546	0.240315	1	0.0516546	1	1	1	2	1	8
SULT1A1	-0.000195555	-0.0065332	0.001	0.2	2.13E-05	-0.00481181	1	2.13E-05	1	1	0.9172	5	1	8
WFDC1	0.00167728	0.136806	0.001	0.2	0.0092627	0.10152	1	0.0092627	1	0.9014	0.9504	8	1	8
ELOA2	0.00663434	-0.259768	0.001	0.2	0.035361	-0.294563	1	0.035361	1	0.938	1	3	1	8
SIPA1L3	0.00240334	0.099873	0.001	0.2	0.0326452	0.189263	1	0.0326452	1	1	1	57	6	8
ZNF844	0.00293147	-0.213644	0.001	0.2	0.0232785	0.158764	1	0.0232785	1	0.8762	0.8249	4	2	8
BPIFA1	0.00123689	0.119739	0.001	0.2	0.0071136	0.0911097	1	0.0071136	1	0.8099	0.8429	2	1	8
BPIFA3	0.00123689	0.119739	0.001	0.2	0.0071136	0.0911097	1	0.0071136	1	0.8099	0.8429	4	1	8
IL1RAPL1	1.89E-05	-0.0443559	0.001	0.2	0.00673265	0.0852523	1	0.00673265	1	1	1	10	3	8
MERTK	0.0050487	-0.195128	0.001	0.2	0.016566	0.133957	1	0.016566	1	1	1	16	2	8
SETMAR	-0.00010639	0.0305756	0.001	0.2	0.000466292	0.0224569	1	0.000466292	1	0.8801	0.9402	6	1	8
STPG2	0.00308579	0.00911847	0.0652194	0.2	0.033079	0.917686	0.270576	0.00162956	1	0.8448	1	27	4	8
HIST1H1A	0.000634045	-0.0740318	0.001	0.2	0.0139329	-0.136045	1	0.0139329	1	1	1	4	2	8
OCM	9.89E-05	0.0546637	0.001	0.2	0.00148754	0.0403132	1	0.00148754	1	1	1	1	1	8
MTMR7	-0.000639388	-0.0073713	0.001	0.166667	0.00442578	0.07286	1	0.00442578	1	1	1	15	6	8
LRRC27	-0.000368783	-0.022811	0.001	0.2	0.00411112	0.0646461	1	0.00411112	1	0.8929	0.8813	7	3	9
OR52I2	-0.000148009	0.0227699	0.001	0.2	0.000258629	0.0161378	1	0.000258629	1	0.8419	0.9454	1	1	9
TMEM231	0.00247637	0.143589	0.001	0.2	0.12991	0.373812	1	0.12991	1	0.751	0.5484	4	2	9
ZNF765	0.000883758	0.104024	0.001	0.2	0.00536693	0.0766646	1	0.00536693	1	1	1	1	1	9
"ZNF765,ZNF765-ZNF761"	-0.000191573	-0.0090849	0.001	0.2	4.12E-05	-0.00672194	1	4.12E-05	1	1	1	2	1	9
BPIFA2	0.00409274	-0.206387	0.001	0.2	0.0215119	-0.150564	1	0.0215119	1	1	1	4	1	9
PLEKHH2	0.00031303	-0.0588878	0.001	0.2	0.0422042	-0.234418	1	0.0422042	1	1	1	80	3	9
CABS1	-0.000148851	0.0225842	0.001	0.2	0.000254349	0.016077	1	0.000254349	1	0.8739	0.931	1	1	9
OPRPN	-0.000148851	0.0225842	0.001	0.2	0.000254349	0.016077	1	0.000254349	1	0.8739	0.931	3	1	9
SMR3A	-0.000148851	0.0225842	0.001	0.2	0.000254349	0.016077	1	0.000254349	1	0.8739	0.931	1	1	9
SMR3B	-0.000148851	0.0225842	0.001	0.2	0.000254349	0.016077	1	0.000254349	1	0.8739	0.931	1	1	9
PCDHB3	0.000887821	-0.104218	0.001	0.2	0.00546588	-0.0742805	1	0.00546588	1	1	1	1	1	9
PCDHGA1	0.00286726	-0.174667	0.001	0.2	0.0153786	-0.126628	1	0.0153786	1	1	1	1	1	9
PCDHGA2	0.00286726	-0.174667	0.001	0.2	0.0153786	-0.126628	1	0.0153786	1	1	1	2	1	9
OR52I1	-0.00018518	-0.0121043	0.001	0.2	7.33E-05	-0.00851462	1	7.33E-05	1	0.9734	0.8128	1	1	10
TRIM68	-0.00018518	-0.0121043	0.001	0.2	7.33E-05	-0.00851462	1	7.33E-05	1	0.9734	0.8128	2	1	10
C16orf46	0.0111871	0.267505	0.001	0.2	0.0691423	0.260027	1	0.0691423	1	0.8023	0.6266	13	2	10
MARF1	0.00161074	-0.134368	0.001	0.2	0.00909939	-0.0961398	1	0.00909939	1	1	1	4	1	10
"MYH11,NDE1"	0.00161074	-0.134368	0.001	0.2	0.00909939	-0.0961398	1	0.00909939	1	1	1	1	1	10
NDE1	0.00161074	-0.134368	0.001	0.2	0.00909939	-0.0961398	1	0.00909939	1	1	1	2	1	10
ZNF486	0.00197949	0.147364	0.001	0.2	0.0107666	0.0986613	1	0.0107666	1	1	1	4	1	10
C16orf45	0.00421983	0.209393	0.001	0.2	0.0216437	0.135846	1	0.0216437	1	1	0.9151	17	1	11
ASIC2	0.000632025	-0.0562474	0.001	0.2	1.85E-05	0.00386769	1	1.85E-05	1	1	1	40	7	11
MORN1	-0.000400126	-0.000896214	0.001	0.2	0.0558785	0.21326	1	0.0558785	1	0.8324	0.8198	5	3	11
CDH18	0.00245934	0.112661	0.001	0.2	0.0843972	0.263326	1	0.0843972	1	0.8041	0.7862	84	3	11
DDX58	-7.97E-05	0.0346689	0.001	0.2	0.000599327	0.0221119	1	0.000599327	1	0.9802	0.9904	3	1	11
SFTPA1	0.000394288	0.0770635	0.001	0.2	0.00293034	0.0541162	1	0.00293034	1	1	1	5	1	12
OR2AG2	-0.000195045	-0.00691317	0.001	0.2	2.39E-05	-0.00436651	1	2.39E-05	1	1	1	1	1	12
MPV17L	-0.000188746	-0.0105276	0.001	0.2	5.53E-05	-0.00667603	1	5.53E-05	1	1	1	4	1	12
SULT2B1	0.00113786	-0.100943	0.001	0.2	0.000118371	-0.00884031	1	0.000118371	1	1	1	7	2	13
LCE3D	-0.00019982	7.60E-05	0.001	0.2	2.88E-09	4.36E-05	1	2.88E-09	1	0.9989	1	1	1	13
KIAA0391	0.00107844	0.104674	0.001	0.2	0.166366	0.318988	1	0.166366	1	0.5007	0.5966	9	2	15
CEP57L1	0.00318147	0.113348	0.001	0.2	0.00335445	-0.050314	1	0.00335445	1	1	1	21	5	15
PLEKHG1	0.0020067	0.0902434	0.001	0.2	0.0833556	0.220407	1	0.0833556	1	0.9143	0.9055	7	4	15
EEF2K	0.00538658	-0.235146	0.001	0.2	0.027985	-0.128996	1	0.027985	1	0.9225	0.8846	12	1	16
UGT2A2	0.000364304	-0.0750959	0.001	0.2	0.00282643	-0.0413743	1	0.00282643	1	1	1	2	1	16
TYW1B	0.00225824	0.156461	0.001	0.2	0.0121475	0.0840243	1	0.0121475	1	1	1	7	1	17
MBL2	0.002332	0.15878	0.001	0.2	0.0125143	0.0718027	1	0.0125143	1	0.8791	0.9782	7	1	21
MEIG1	0.00284921	0.174155	0.001	0.2	0.0150345	0.0791968	1	0.0150345	1	1	1	4	1	21
ACSM2B	-4.04E-05	-0.0399354	0.001	0.2	0.000797078	-0.0181086	1	0.000797078	1	1	1	4	1	21
CYP2C18	1.11E-06	0.0448345	0.001	0.2	0.00100023	0.0204834	1	0.00100023	1	1	1	23	1	25
CLEC3A	0.000840282	-0.10192	0.001	0.2	0.00520747	-0.0448889	1	0.00520747	1	1	1	2	1	25
SLCO1B7	0.00145217	-0.128369	0.001	0.2	0.00826957	-0.0534742	1	0.00826957	1	0.8981	0.9383	20	1	27
ZNF813	-0.000135201	0.0254288	0.001	0.2	0.000322301	0.0103661	1	0.000322301	1	0.8813	0.982	13	1	31
CYLC2	-0.000176986	0.0151168	0.001	0.2	0.000113233	0.00624514	1	0.000113233	1	1	1	2	1	31
HECW1	-0.000191016	-0.00938663	0.001	0.2	4.27E-05	-0.00332906	1	4.27E-05	1	1	1	3	1	32
OR4C5	0.000558295	0.0870386	0.001	0.2	0.00376219	0.0338999	1	0.00376219	1	1	1	1	1	34
SLC28A1	0.000627295	-0.06969	0.001	0.2	-0.114414	-5	0.208603	0.171158	1	1	0.5419	47	3	35
PRB2	0.000692782	-0.0944312	0.001	0.2	0.00445468	-0.0287883	1	0.00445468	1	1	1	1	1	49
GRAMD1C	0.000304776	0.0710275	0.001	0.2	0.0025057	0.0195325	1	0.0025057	1	1	1	8	1	66
Gene	AMLstat	factor1	factor2	alpha	ProbStat	ProbFactor	ProbAlpha	CMATstat	AMLpvalue	Probpvalue	CMATpvalue	NumValidSNPs	NumIndepSNPs	TotalRareAlleles
Gene	AMLstat	factor1	factor2	alpha	ProbStat	ProbFactor	ProbAlpha	CMATstat	AMLpvalue	Probpvalue	CMATpvalue	NumValidSNPs	NumIndepSNPs	TotalRareAlleles
Gene	AMLstat	factor1	factor2	alpha	ProbStat	ProbFactor	ProbAlpha	CMATstat	AMLpvalue	Probpvalue	CMATpvalue	NumValidSNPs	NumIndepSNPs	TotalRareAlleles
Gene	AMLstat	factor1	factor2	alpha	ProbStat	ProbFactor	ProbAlpha	CMATstat	AMLpvalue	Probpvalue	CMATpvalue	NumValidSNPs	NumIndepSNPs	TotalRareAlleles
Gene	AMLstat	factor1	factor2	alpha	ProbStat	ProbFactor	ProbAlpha	CMATstat	AMLpvalue	Probpvalue	CMATpvalue	NumValidSNPs	NumIndepSNPs	TotalRareAlleles
Gene	AMLstat	factor1	factor2	alpha	ProbStat	ProbFactor	ProbAlpha	CMATstat	AMLpvalue	Probpvalue	CMATpvalue	NumValidSNPs	NumIndepSNPs	TotalRareAlleles
Gene	AMLstat	factor1	factor2	alpha	ProbStat	ProbFactor	ProbAlpha	CMATstat	AMLpvalue	Probpvalue	CMATpvalue	NumValidSNPs	NumIndepSNPs	TotalRareAlleles
Gene	AMLstat	factor1	factor2	alpha	ProbStat	ProbFactor	ProbAlpha	CMATstat	AMLpvalue	Probpvalue	CMATpvalue	NumValidSNPs	NumIndepSNPs	TotalRareAlleles
Gene	AMLstat	factor1	factor2	alpha	ProbStat	ProbFactor	ProbAlpha	CMATstat	AMLpvalue	Probpvalue	CMATpvalue	NumValidSNPs	NumIndepSNPs	TotalRareAlleles
Gene	AMLstat	factor1	factor2	alpha	ProbStat	ProbFactor	ProbAlpha	CMATstat	AMLpvalue	Probpvalue	CMATpvalue	NumValidSNPs	NumIndepSNPs	TotalRareAlleles
Gene	AMLstat	factor1	factor2	alpha	ProbStat	ProbFactor	ProbAlpha	CMATstat	AMLpvalue	Probpvalue	CMATpvalue	NumValidSNPs	NumIndepSNPs	TotalRareAlleles
Gene	AMLstat	factor1	factor2	alpha	ProbStat	ProbFactor	ProbAlpha	CMATstat	AMLpvalue	Probpvalue	CMATpvalue	NumValidSNPs	NumIndepSNPs	TotalRareAlleles
Gene	AMLstat	factor1	factor2	alpha	ProbStat	ProbFactor	ProbAlpha	CMATstat	AMLpvalue	Probpvalue	CMATpvalue	NumValidSNPs	NumIndepSNPs	TotalRareAlleles
Gene	AMLstat	factor1	factor2	alpha	ProbStat	ProbFactor	ProbAlpha	CMATstat	AMLpvalue	Probpvalue	CMATpvalue	NumValidSNPs	NumIndepSNPs	TotalRareAlleles
Gene	AMLstat	factor1	factor2	alpha	ProbStat	ProbFactor	ProbAlpha	CMATstat	AMLpvalue	Probpvalue	CMATpvalue	NumValidSNPs	NumIndepSNPs	TotalRareAlleles
Gene	AMLstat	factor1	factor2	alpha	ProbStat	ProbFactor	ProbAlpha	CMATstat	AMLpvalue	Probpvalue	CMATpvalue	NumValidSNPs	NumIndepSNPs	TotalRareAlleles
Gene	AMLstat	factor1	factor2	alpha	ProbStat	ProbFactor	ProbAlpha	CMATstat	AMLpvalue	Probpvalue	CMATpvalue	NumValidSNPs	NumIndepSNPs	TotalRareAlleles
Gene	AMLstat	factor1	factor2	alpha	ProbStat	ProbFactor	ProbAlpha	CMATstat	AMLpvalue	Probpvalue	CMATpvalue	NumValidSNPs	NumIndepSNPs	TotalRareAlleles
Gene	AMLstat	factor1	factor2	alpha	ProbStat	ProbFactor	ProbAlpha	CMATstat	AMLpvalue	Probpvalue	CMATpvalue	NumValidSNPs	NumIndepSNPs	TotalRareAlleles
Gene	AMLstat	factor1	factor2	alpha	ProbStat	ProbFactor	ProbAlpha	CMATstat	AMLpvalue	Probpvalue	CMATpvalue	NumValidSNPs	NumIndepSNPs	TotalRareAlleles
Gene	AMLstat	factor1	factor2	alpha	ProbStat	ProbFactor	ProbAlpha	CMATstat	AMLpvalue	Probpvalue	CMATpvalue	NumValidSNPs	NumIndepSNPs	TotalRareAlleles
Gene	AMLstat	factor1	factor2	alpha	ProbStat	ProbFactor	ProbAlpha	CMATstat	AMLpvalue	Probpvalue	CMATpvalue	NumValidSNPs	NumIndepSNPs	TotalRareAlleles
