Gene	AMLstat	factor1	factor2	alpha	ProbStat	ProbFactor	ProbAlpha	CMATstat	AMLpvalue	Probpvalue	CMATpvalue	NumValidSNPs	NumIndepSNPs	TotalRareAlleles	cnv_call
SHROOM3	0.00604063	-0.248372	0.001	0.2	0.0311032	-0.227888	1	0.0311032	1	0.9111	0.9111	4	1	5	del
NUDT1	0.00897277	-0.300264	0.001	0.2	0.0454369	-0.276733	1	0.0454369	1	1	1	3	1	5	del
CYP11B2	0.0208957	-0.352947	0.001	0.2	0.016755	-0.168333	1	0.016755	1	0.9404	1	7	2	5	del
OC90	0.000775614	0.0987073	0.001	0.2	0.00477894	0.120432	1	0.00477894	1	1	1	3	1	5	del
SMARCA2	9.11E-05	0.0495428	0.001	0.2	0.00235932	0.0640468	1	0.00235932	1	1	1	7	2	5	del
TCERG1L	0.0257385	0.532102	0.0131621	0.2	0.113534	1.32743	0.279326	0.106944	1	0.641	0.58	28	5	6	del
KCNE3	0.00505965	0.228235	0.001	0.2	0.0259237	0.194071	1	0.0259237	1	1	1	14	1	6	del
PGAP2	0.0131546	-0.360853	0.001	0.2	0.0665097	-0.315882	1	0.0665097	1	1	1	3	1	6	del
SLC35F2	0.00402247	0.125357	0.001	0.2	0.0187917	0.16149	1	0.0187917	1	0.9323	0.9323	12	4	6	del
MGST1	-0.000222538	-0.0260804	0.001	0.2	0.0202313	0.166195	1	0.0202313	1	0.9567	0.9567	13	3	6	del
TPH2	-0.000443521	0.0162183	0.001	0.2	0.000316811	0.0208769	1	0.000316811	1	0.928	0.928	35	4	6	del
NLRP9	0.0112617	0.308615	0.001	0.2	2.13E-05	0.0060231	1	2.13E-05	1	1	1	5	2	6	del
ZNF345	-0.00028503	-0.0238284	0.001	0.2	0.00113256	-0.0391648	1	0.00113256	1	1	1	6	2	6	del
ZNF77	-0.000195622	-0.00648191	0.001	0.2	2.10E-05	-0.00534501	1	2.10E-05	1	0.8926	0.9924	2	1	6	del
ATAD3A	-0.000373116	0.00143405	0.001	0.2	0.0180453	0.18196	1	0.0180453	1	1	0.7117	3	2	6	del
Mar-02	0.0100249	0.316696	0.001	0.2	0.049711	0.260012	1	0.049711	1	0.9027	1	8	1	6	del
PEX14	0.00130842	0.0970874	0.001	0.2	0.00217864	-0.0547718	1	0.00217864	1	1	1	19	4	6	del
PCP4	-0.000117814	0.00770979	0.001	0.2	0.0875831	0.345644	1	0.0875831	1	0.8119	1	17	2	6	del
AIFM3	0.00652842	-0.257773	0.001	0.2	0.0338266	-0.222946	1	0.0338266	1	1	1	2	1	6	del
CRKL	0.00652842	-0.257773	0.001	0.2	0.0338266	-0.222946	1	0.0338266	1	1	1	2	1	6	del
LRRC74B	0.00652842	-0.257773	0.001	0.2	0.0338266	-0.222946	1	0.0338266	1	1	1	2	1	6	del
LZTR1	0.00652842	-0.257773	0.001	0.2	0.0338266	-0.222946	1	0.0338266	1	1	1	4	1	6	del
PI4KA	0.00652842	-0.257773	0.001	0.2	0.0338266	-0.222946	1	0.0338266	1	1	1	8	1	6	del
SERPIND1	0.00652842	-0.257773	0.001	0.2	0.0338266	-0.222946	1	0.0338266	1	1	1	1	1	6	del
SNAP29	0.00652842	-0.257773	0.001	0.2	0.0338266	-0.222946	1	0.0338266	1	1	1	2	1	6	del
TOP3B	0.00214787	-0.115614	0.001	0.2	0.0199638	-0.180542	1	0.0199638	1	1	1	3	2	6	del
ANKRD36C	0.00375115	-0.158526	0.001	0.2	0.0161612	-0.147588	1	0.0161612	1	1	1	4	2	6	del
MZT2A	0.000376475	0.0759007	0.001	0.2	0.00287823	0.062726	1	0.00287823	1	0.8437	0.8947	7	1	6	del
UBXN2A	-0.000199576	-0.00156342	0.001	0.2	1.22E-06	-0.00128901	1	1.22E-06	1	0.9567	0.7614	3	1	6	del
CCDC39	0.00242608	0.120475	0.001	0.2	0.00068248	-0.0303179	1	0.00068248	1	1	1	27	3	6	del
LRIG1	0.018169	0.276189	0.001	0.2	0.0479446	0.259277	1	0.0479446	1	0.9306	0.8405	17	5	6	del
ROBO2	-0.000383135	0.0207242	0.001	0.2	0.00998701	0.135072	1	0.00998701	1	0.9238	0.9238	8	4	6	del
ADH4	0.000836555	0.0786042	0.001	0.2	0.00627607	0.0924117	1	0.00627607	1	1	0.9356	11	2	6	del
KCTD8	0.0100922	0.251429	0.001	0.2	0.0425548	0.239926	1	0.0425548	1	1	1	16	2	6	del
WDR70	0.0196852	-0.283823	0.001	0.2	0.0504899	-0.273415	1	0.0504899	1	1	1	13	4	6	del
PRL	0.000318007	0.0719517	0.001	0.2	0.00258605	0.0592753	1	0.00258605	1	1	1	4	1	6	del
TPMT	0.0329263	-0.486603	0.001	0.2	0.102569	-0.391703	1	0.102569	1	1	1	27	4	6	del
RNF216	-0.000237149	0.0212024	0.001	0.2	0.035168	0.220093	1	0.035168	1	0.951	1	14	3	6	del
SNX8	0.00473744	0.221203	0.001	0.2	0.0243628	0.182988	1	0.0243628	1	0.7799	0.9763	7	1	6	del
SP4	-3.55E-05	0.0390915	0.001	0.2	0.000362329	-0.0222287	1	0.000362329	1	0.8509	0.8045	16	2	6	del
CRISPLD1	2.45E-05	0.0433428	0.001	0.2	0.00184672	0.0504473	1	0.00184672	1	1	1	25	4	6	del
FABP12	0.00603153	-0.248193	0.001	0.2	0.0311327	-0.226648	1	0.0311327	1	1	1	6	1	6	del
GPR158	0.00113793	0.110647	0.001	0.2	0.131596	0.395188	1	0.131596	1	0.5687	0.7079	10	2	7	del
ABTB2	-5.34E-05	-0.0393627	0.001	0.2	0.000992876	0.0351835	1	0.000992876	1	1	1	10	3	7	del
ARRB1	0.0116835	-0.288514	0.001	0.2	3.86E-05	0.00674694	1	3.86E-05	1	1	0.8697	7	2	7	del
OR52E6	0.00979115	-0.313126	0.001	0.2	0.0492013	-0.241626	1	0.0492013	1	1	1	1	1	7	del
PAMR1	0.0104181	0.322606	0.001	0.2	0.0480728	0.380348	1	0.0480728	1	1	1	5	1	7	del
SLC2A14	0.0038788	-0.20122	0.001	0.2	0.0203211	-0.156452	1	0.0203211	1	0.9347	0.9879	3	1	7	del
MNAT1	-0.00036335	-0.0193578	0.001	0.2	0.00431033	-0.0875185	1	0.00431033	1	1	1	31	3	7	del
OTUD7A	-5.19E-05	0.0285114	0.001	0.2	0.0066743	-0.0895697	1	0.0066743	1	1	1	36	3	7	del
CRLF3	0.000315219	-0.0566483	0.001	0.2	0.0148855	-0.161218	1	0.0148855	1	1	1	11	3	7	del
FCAR	0.000891002	-0.0779207	0.001	0.2	0.00087877	0.0323715	1	0.00087877	1	1	1	9	3	7	del
PCSK9	-0.000223976	-0.00212307	0.001	0.2	0.0501101	0.244454	1	0.0501101	1	0.9196	0.8322	11	2	7	del
PRR5	7.33E-05	-0.0522693	0.001	0.2	0.0013673	-0.0404147	1	0.0013673	1	1	1	2	1	7	del
PRR5-ARHGAP8	7.33E-05	-0.0522693	0.001	0.2	0.0013673	-0.0404147	1	0.0013673	1	1	1	5	1	7	del
CXorf36	0.00128449	0.123126	0.001	0.2	0.0404255	-0.21818	1	0.0404255	1	0.7981	0.8233	7	2	7	del
TSPAN7	-0.000326827	-0.0148507	0.001	0.2	0.00577527	-0.0826544	1	0.00577527	1	0.9605	1	5	2	7	del
"UGT1A10,UGT1A8"	0.00401993	-0.204643	0.001	0.2	0.0210208	-0.158283	1	0.0210208	1	0.9032	0.9177	29	1	7	del
"UGT1A10,UGT1A8,UGT1A9"	0.0099359	-0.315342	0.001	0.2	0.0498992	-0.243543	1	0.0498992	1	0.952	0.897	7	1	7	del
UGT1A9	0.0099359	-0.315342	0.001	0.2	0.0498992	-0.243543	1	0.0498992	1	0.952	0.897	7	1	7	del
CXCL13	0.0121275	0.347037	0.001	0.2	0.0602878	0.271482	1	0.0602878	1	1	1	3	1	7	del
REEP5	0.000326688	-0.0725517	0.001	0.2	0.00263544	-0.055944	1	0.00263544	1	0.8503	1	2	1	7	del
AMZ1	0.0019669	0.146939	0.001	0.2	0.0107166	0.114282	1	0.0107166	1	1	1	27	1	7	del
CYP51A1	-0.000123849	-0.0275718	0.001	0.2	0.000380046	-0.0211518	1	0.000380046	1	1	1	4	1	7	del
Dec-01	0.00412019	-0.144274	0.001	0.2	0.00255236	-0.0551593	1	0.00255236	1	1	1	7	5	7	del
GNAQ	0.00742242	-0.18156	0.001	0.2	0.000272732	-0.0182142	1	0.000272732	1	0.8637	0.854	14	3	7	del
CCDC3	0.00827429	-0.245756	0.001	0.2	0.00450303	0.0679181	1	0.00450303	1	0.7508	0.9941	22	2	8	del
CDH23	0.00476533	-0.207499	0.001	0.2	0.078124	-0.288017	1	0.078124	1	0.8009	0.7389	8	3	8	del
CARD17	-0.00010468	-0.0352312	0.001	0.2	0.0245171	-0.165215	1	0.0245171	1	0.866	0.8376	3	2	8	del
C16orf89	0.00292379	-0.17626	0.001	0.2	0.0156552	-0.130474	1	0.0156552	1	1	1	3	1	8	del
SLC7A4	0.00914059	-0.302949	0.001	0.2	0.0464252	-0.223437	1	0.0464252	1	1	1	18	1	8	del
DDX53	0.00992953	0.315245	0.001	0.2	0.0493734	0.225917	1	0.0493734	1	0.798	0.9988	1	1	8	del
IRGM	0.00378536	0.19892	0.001	0.2	0.0197285	0.142149	1	0.0197285	1	0.8103	1	6	1	8	del
"IRGM,ZNF300"	0.00378536	0.19892	0.001	0.2	0.0197285	0.142149	1	0.0197285	1	0.8103	1	1	1	8	del
SPOCK1	0.0521654	0.431947	0.001	0.2	0.115447	0.340781	1	0.115447	1	1	1	46	6	8	del
ECT2L	0.0180518	0.385356	0.001	0.2	6.54E-05	-0.00884982	1	6.54E-05	1	0.8599	0.9096	5	2	8	del
CHN2	0.000847781	-0.0683868	0.001	0.2	0.010014	-0.10967	1	0.010014	1	1	1	24	4	8	del
OR52M1	0.0102528	-0.320136	0.001	0.2	0.0519863	-0.234789	1	0.0519863	1	1	1	1	1	9	del
TRIM21	0.00797114	0.283671	0.001	0.2	0.0397424	0.193969	1	0.0397424	1	1	1	2	1	9	del
NTSR1	0.000122773	0.054766	0.001	0.2	0.0216091	-0.146177	1	0.0216091	1	1	1	42	2	9	del
SETMAR	0.00582972	-0.244189	0.001	0.2	0.0298739	-0.165303	1	0.0298739	1	1	1	6	1	9	del
STPG2	-0.000212862	0.00295766	0.001	0.2	0.00193874	0.0427234	1	0.00193874	1	0.9248	0.884	27	4	9	del
ZFP42	0.0110114	-0.331308	0.001	0.2	0.0549339	-0.2242	1	0.0549339	1	0.9031	1	2	1	9	del
BEND3	0.000591435	-0.0644893	0.001	0.2	0.00600714	0.0792242	1	0.00600714	1	1	1	13	3	9	del
OCM	0.00462975	-0.218801	0.001	0.2	0.0239776	-0.148844	1	0.0239776	1	1	1	1	1	9	del
ZNF736	0.00546433	0.236759	0.001	0.2	0.0280822	0.160598	1	0.0280822	1	0.9195	0.9972	1	1	9	del
IMMP1L	0.00463062	0.180738	0.001	0.2	0.0171782	0.119288	1	0.0171782	1	1	1	6	2	10	del
OR52I2	0.000399937	-0.0774285	0.001	0.2	0.00300408	-0.050737	1	0.00300408	1	1	1	1	1	10	del
DNAH9	0.000743376	-0.0757268	0.001	0.2	0.083312	0.260272	1	0.083312	1	0.6666	0.6961	25	4	10	del
ZNF765	0.000383751	0.0763778	0.001	0.2	0.00290661	0.0512357	1	0.00290661	1	1	1	1	1	10	del
"ZNF765,ZNF765-ZNF761"	-0.000135915	-0.0252881	0.001	0.2	0.00031961	-0.0170367	1	0.00031961	1	1	1	2	1	10	del
ZRANB3	0.00102674	0.0722051	0.001	0.2	0.0704856	0.240314	1	0.0704856	1	0.8065	0.7863	14	4	10	del
SAXO1	0.000499603	0.0555065	0.001	0.2	0.00165916	0.0375273	1	0.00165916	1	1	1	23	7	10	del
OR52I1	0.00115314	-0.116206	0.001	0.2	0.00677959	-0.0754484	1	0.00677959	1	1	1	1	1	11	del
TRIM68	0.00115314	-0.116206	0.001	0.2	0.00677959	-0.0754484	1	0.00677959	1	1	1	2	1	11	del
IL1RAPL1	0.00332979	0.164803	0.001	0.2	0.267439	0.429207	1	0.267439	1	0.5967	0.527	10	3	12	del
PCDHGA1	0.00229332	0.157568	0.001	0.2	0.0123826	0.0929813	1	0.0123826	1	1	1	1	1	12	del
PCDHGA2	0.00229332	0.157568	0.001	0.2	0.0123826	0.0929813	1	0.0123826	1	1	1	2	1	12	del
DDX58	0.0028079	-0.172979	0.001	0.2	0.0150081	-0.103285	1	0.0150081	1	1	1	3	1	12	del
SFTPA1	0.00110898	0.114299	0.001	0.2	0.00646183	0.0752545	1	0.00646183	1	1	1	5	1	13	del
MARF1	0.000102012	0.0549447	0.001	0.2	0.00150734	0.0321651	1	0.00150734	1	0.9904	0.849	4	1	13	del
"MYH11,NDE1"	0.000102012	0.0549447	0.001	0.2	0.00150734	0.0321651	1	0.00150734	1	0.9904	0.849	1	1	13	del
NDE1	0.000102012	0.0549447	0.001	0.2	0.00150734	0.0321651	1	0.00150734	1	0.9904	0.849	2	1	13	del
C11orf40	0.000242852	-0.0665308	0.001	0.2	0.00221436	-0.0365117	1	0.00221436	1	1	1	4	1	14	del
RERGL	0.000606774	-0.0897741	0.001	0.2	0.00403224	-0.0491543	1	0.00403224	1	1	1	2	1	14	del
FOPNL	0.000114627	-0.0560803	0.001	0.2	0.00157156	-0.0318483	1	0.00157156	1	1	1	3	1	14	del
IL32	0.00217618	0.15384	0.001	0.2	0.0118028	0.0836892	1	0.0118028	1	1	1	1	1	14	del
MYH11	0.00246219	-0.16279	0.001	0.2	0.0132508	-0.0923003	1	0.0132508	1	1	1	25	1	14	del
PNLIPRP1	0.00263671	0.168012	0.001	0.2	0.0140504	0.0886647	1	0.0140504	1	1	1	3	1	15	del
DYNC2H1	8.37E-05	0.0404252	0.001	0.2	0.00490546	-0.0530943	1	0.00490546	1	1	1	29	5	15	del
MPV17L	0.000117864	0.0563681	0.001	0.2	0.00158647	0.0305558	1	0.00158647	1	0.833	0.9293	4	1	15	del
ALDH1L1	0.00164108	0.104738	0.001	0.2	0.0805369	0.207894	1	0.0805369	1	0.8091	0.7973	6	2	16	del
MMP25	-1.13E-05	0.0409235	0.001	0.2	0.131704	0.25466	1	0.131704	1	0.7218	0.6421	3	2	17	del
WDR59	-0.000151367	0.0275751	0.001	0.2	0.0327603	-0.12739	1	0.0327603	1	0.8477	0.8274	13	2	17	del
TYW1B	0.00436972	-0.212883	0.001	0.2	0.0227046	-0.109625	1	0.0227046	1	0.9773	0.9492	7	1	18	del
"UGT1A10,UGT1A3,UGT1A4,UGT1A5,UGT1A6,UGT1A7,UGT1A8,UGT1A9"	-0.000724769	0.000488815	0.001	0.2	0.00521148	0.0430541	1	0.00521148	1	0.8842	0.8723	13	4	23	del
MEIG1	-0.000178973	0.014444	0.001	0.2	0.000104144	0.00600082	1	0.000104144	1	1	1	4	1	24	del
ACSM2B	0.00293833	-0.176667	0.001	0.2	0.0155842	-0.0716259	1	0.0155842	1	1	1	4	1	25	del
"DEFB106A,DEFB106B"	0.00268758	0.169504	0.001	0.2	0.0143044	0.0706466	1	0.0143044	1	1	1	2	1	26	del
CYP2C18	0.000141304	0.0584092	0.001	0.2	0.00169888	0.0237877	1	0.00169888	1	1	1	23	1	29	del
UGT2B10	-0.000197477	-0.00484247	0.001	0.2	1.16E-05	-0.00169467	1	1.16E-05	1	1	1	11	1	33	del
RDH16	0.000321962	0.0722257	0.001	0.2	0.00259998	0.0252168	1	0.00259998	1	1	1	2	1	35	del
CRYL1	0.00074008	0.0968962	0.001	0.2	0.00468224	0.0334245	1	0.00468224	1	0.9331	0.9679	29	1	35	del
CYLC2	7.80E-05	-0.0527187	0.001	0.2	0.0013813	-0.0190181	1	0.0013813	1	1	1	2	1	36	del
OR4C5	0.00234571	-0.159207	0.001	0.2	0.0126974	-0.0565094	1	0.0126974	1	0.9662	0.9665	1	1	37	del
ZNF761	-0.000129668	-0.026495	0.001	0.2	0.000350388	-0.00868117	1	0.000350388	1	1	1	2	1	42	del
ANTXRL	-0.000172672	-0.0164829	0.001	0.2	0.000135368	-0.00429703	1	0.000135368	1	1	1	1	1	61	del
SLCO1B1	0.000776179	0.0987359	0.001	0.2	0.00485821	0.0246129	1	0.00485821	1	1	1	82	1	68	del
BRCA1	11.0106	2.24583	0.516154	0.2	24.1448	5	0.485806	20.6874	1.00E-06	7.00E-06	2.20E-05	133	19	80	dup
PRKACG	3.73044	-3.26236	0.001	0.2	7.9458	-5	1	7.9458	0.000566667	0.000333333	0.000333333	1	1	15	dup
SNX29	2.9393	3.00216	0.001	0.2	5.98678	5	1	5.98678	0.0014	0.0014	0.0014	153	1	8	dup
LRWD1	2.49947	2.84322	0.001	0.2	5.67068	5	1	5.67068	0.00165	0.00165	0.00165	3	1	6	dup
ALKBH4	3.85025	2.62176	0.001	0.2	9.62821	5	1	9.62821	0.00165	0.00165	0.00165	2	2	9	dup
TTLL2	3.05241	3.04116	0.001	0.2	5.19384	2.53921	1	5.19384	0.0018	0.0032	0.0031	2	1	11	dup
PIP5K1B	2.8442	-2.61982	0.001	0.2	8.43845	-2.74998	1	8.43845	0.00225	0.00065	0.00065	34	5	23	dup
SFI1	2.74793	2.07342	0.001	0.2	6.18603	1.28969	1	6.18603	0.003	0.0018	0.00105	29	4	34	dup
ZNF275	2.25159	2.51109	0.001	0.2	6.12164	5	1	6.12164	0.0035	0.0035	0.0035	7	2	5	dup
TBL1X	5.38827	1.75402	0.001	0.2	6.1001	1.75403	0.477412	7.03707	0.0035	0.024	0.01	109	22	207	dup
PCOLCE2	2.05715	2.00206	0.001	0.2	6.97775	5	1	6.97775	0.004	0.004	0.004	16	3	6	dup
FXN	2.78705	-2.94854	0.001	0.2	5.04165	-1.65436	1	5.04165	0.0046	0.0024	0.0024	9	1	24	dup
TJP2	2.52387	-2.85238	0.001	0.2	4.74917	-1.88268	1	4.74917	0.0047	0.0027	0.0027	21	1	18	dup
NTRK2	1.79255	1.86561	0.001	0.2	7.00005	5	1	7.00005	0.0056	0.0056	0.0056	46	3	6	dup
ADRA1A	2.49103	2.296	0.001	0.2	4.56521	2.16073	0.905975	4.54356	0.0063	0.0277	0.0386	19	4	12	dup
C19orf33	2.43793	2.81991	0.001	0.2	3.96372	1.21829	1	3.96372	0.0064	0.0064	0.0064	2	1	24	dup
AGAP1	3.22941	1.61042	0.001	0.2	7.51104	1.55143	1	7.51104	0.0072	0.0097	0.0093	40	12	29	dup
PFKP	2.57072	2.62369	0.001	0.2	5.18657	1.68535	1	5.18657	0.0076	0.0071	0.0071	28	2	19	dup
YY1AP1	1.84585	-2.57731	0.001	0.2	4.77813	-5	1	4.77813	0.0087	0.0087	0.0087	4	1	8	dup
JMJD1C	2.5146	2.17558	0.001	0.2	7.1094	5	1	7.1094	0.0101	0.0101	0.0101	14	3	8	dup
MORN1	1.75873	1.74707	0.001	0.2	5.53873	2.57679	1	5.53873	0.0102	0.0186	0.0186	9	4	11	dup
PLEKHG3	2.44547	2.05851	0.001	0.2	5.54302	2.15041	1	5.54302	0.0107	0.0211	0.0211	20	3	13	dup
NAALADL2	1.15417	1.36432	0.001	0.2	3.34723	5	0.771719	2.96974	0.0109	0.0415	0.0736	82	6	7	dup
HAS3	3.03281	2.42305	0.001	0.2	5.64784	1.42752	1	5.64784	0.0113	0.0144	0.0144	9	2	25	dup
MMP25	1.74311	2.04242	0.001	0.2	4.06932	1.62824	1	4.06932	0.0115	0.017	0.017	3	2	16	dup
RAB39A	1.93594	2.61676	0.001	0.2	3.48745	1.26764	1	3.48745	0.0117	0.0117	0.0117	3	1	21	dup
DCDC2	4.13729	-2.88067	0.001	0.120922	7.21688	-0.815153	0.379545	5.13307	0.0121	0.0132	0.0233	97	18	250	dup
CAND2	2.07185	2.37567	0.001	0.2	4.34378	1.27446	1	4.34378	0.0128	0.0131	0.0093	11	2	24	dup
CEACAM6	1.51788	2.42303	0.001	0.2	3.27312	1.65703	1	3.27312	0.0136	0.0136	0.0136	7	1	14	dup
REPS2	3.27235	-2.01835	0.001	0.2	8.32582	-2.02621	1	8.32582	0.0137	0.0127	0.0127	5	4	25	dup
CILP2	1.79784	2.55582	0.001	0.2	4.13289	5	1	4.13289	0.0149	0.0149	0.0149	6	1	5	dup
YJEFN3	1.79784	2.55582	0.001	0.2	4.13289	5	1	4.13289	0.0149	0.0149	0.0149	8	1	5	dup
CHIC1	1.96329	2.62853	0.001	0.2	3.37599	1.25548	1	3.37599	0.0149	0.01	0.014	5	1	20	dup
GPR39	1.49013	2.40906	0.001	0.2	3.05169	1.31174	1	3.05169	0.0154	0.0159	0.0159	28	1	18	dup
DYNC2LI1	1.53701	-2.43257	0.001	0.2	4.24406	-5	1	4.24406	0.0155	0.0155	0.0155	15	1	7	dup
SPTB	1.29623	1.74912	0.001	0.2	3.89865	2.39718	1	3.89865	0.0162	0.0364	0.0364	9	3	8	dup
OR4C3	1.50482	2.41647	0.001	0.2	3.11114	1.45541	1	3.11114	0.0164	0.0164	0.0164	1	1	15	dup
RPH3A	1.0775	1.27344	0.001	0.2	5.01449	5	1	5.01449	0.0165	0.0165	0.0165	29	5	6	dup
TRIM16	1.4415	2.38417	0.001	0.2	3.77031	5	1	3.77031	0.0172	0.0172	0.0172	4	1	5	dup
SEMA6D	1.2699	1.59556	0.001	0.2	5.02528	5	1	5.02528	0.0173	0.0173	0.0173	148	4	6	dup
SYNM	1.43324	-2.37989	0.001	0.2	4.09452	-5	1	4.09452	0.018	0.018	0.018	12	1	7	dup
MAGEB6	1.63707	2.48126	0.001	0.2	3.43032	2.59638	1	3.43032	0.0182	0.0318	0.0352	3	1	7	dup
CMTM8	1.64119	2.48323	0.001	0.2	3.22572	2.61592	1	3.22572	0.019	0.019	0.019	33	1	6	dup
NLRP7	2.13644	1.99315	0.001	0.2	5.64395	2.59264	1	5.64395	0.0194	0.0302	0.0332	11	3	11	dup
ARVCF	2.2689	1.99456	0.001	0.2	5.09382	2.13255	1	5.09382	0.0201	0.0184	0.0099	20	3	11	dup
LILRA5	1.38639	2.3553	0.001	0.2	2.77141	0.637841	1	2.77141	0.0201	0.0215	0.0203	3	1	62	dup
R3HDM1	1.14863	2.18071	0.001	0.2	2.48268	5	0.553954	2.08074	0.0207	0.0745	0.1439	11	3	7	dup
ANKK1	2.81243	2.15761	0.001	0.2	5.06939	0.900436	1	5.06939	0.0207	0.0335	0.033	12	4	53	dup
UBR5	2.26671	2.02115	0.001	0.2	4.77907	2.08403	1	4.77907	0.0211	0.051	0.0535	13	3	11	dup
ARL13A	1.33125	2.00507	0.001	0.2	3.16369	1.21239	1	3.16369	0.0225	0.0196	0.0158	3	2	20	dup
LSP1	2.91028	2.10289	0.001	0.2	6.5823	0.79059	1	6.5823	0.0231	0.0193	0.0184	38	9	92	dup
KLHL4	1.35334	2.33762	0.001	0.2	2.86952	2.12768	1	2.86952	0.0232	0.0459	0.0459	11	1	7	dup
CLK4	1.47058	2.39911	0.001	0.2	3.79013	5	1	3.79013	0.0233	0.0233	0.0233	2	1	5	dup
FAM129A	1.13399	1.91473	0.001	0.2	4.11747	5	1	4.11747	0.0238	0.0238	0.0238	18	2	6	dup
KRT6A	1.7391	1.87379	0.001	0.2	3.73234	1.96673	0.986899	3.73207	0.0241	0.058	0.058	12	4	10	dup
NLRP2	1.39196	2.35825	0.001	0.2	3.04966	2.13627	1	3.04966	0.0246	0.0182	0.0162	9	1	8	dup
YIF1B	2.35159	2.34877	0.001	0.2	4.9941	0.989055	1	4.9941	0.0255	0.0233	0.0237	10	3	44	dup
ALS2CR12	1.68953	1.89104	0.001	0.2	4.31482	2.48317	1	4.31482	0.0264	0.0264	0.0264	39	3	8	dup
OR4B1	1.22688	2.26716	0.001	0.2	2.71289	1.38849	1	2.71289	0.0272	0.0272	0.0272	4	1	14	dup
OR4C45	1.22688	2.26716	0.001	0.2	2.71289	1.38849	1	2.71289	0.0272	0.0272	0.0272	1	1	14	dup
OR4C5	1.22688	2.26716	0.001	0.2	2.71289	1.38849	1	2.71289	0.0272	0.0272	0.0272	1	1	14	dup
DPYD	0.912417	1.36881	0.001	0.2	2.53419	5	0.714784	2.14288	0.0287	0.0759	0.0759	40	5	6	dup
PPP2R1B	1.48344	-2.40567	0.001	0.2	4.00868	-5	1	4.00868	0.0295	0.0295	0.0295	8	1	6	dup
VRK3	1.32058	-2.3198	0.001	0.2	3.78577	-5	1	3.78577	0.0306	0.0306	0.0306	4	1	6	dup
VPS13B	1.06227	1.36792	0.001	0.2	4.46825	5	1	4.46825	0.0313	0.0313	0.0313	20	4	5	dup
ARRB1	1.02987	1.55976	0.001	0.2	4.136	5	0.648838	3.45666	0.0337	0.0281	0.0353	18	3	11	dup
VCL	0.845938	1.67294	0.001	0.2	3.4404	5	1	3.4404	0.0354	0.0354	0.0354	9	2	5	dup
RAC1	1.53177	-1.96314	0.001	0.2	5.6081	-5	1	5.6081	0.0365	0.0246	0.0246	10	2	10	dup
NPBWR1	1.14936	2.22147	0.001	0.2	2.58109	1.50029	1	2.58109	0.0368	0.0368	0.0368	1	1	12	dup
NDUFA13	1.43853	1.8214	0.001	0.2	5.28927	5	1	5.28927	0.0369	0.0369	0.0369	5	3	7	dup
KLF5	1.11446	1.40445	0.001	0.2	4.87217	5	1	4.87217	0.0379	0.0379	0.0379	12	4	6	dup
CDRT1	1.50093	1.97117	0.001	0.2	4.81758	5	1	4.81758	0.0383	0.0383	0.0383	2	2	6	dup
UBE2R2	1.25062	1.72027	0.001	0.2	3.30424	2.26868	1	3.30424	0.0386	0.1057	0.1355	7	3	7	dup
ZNF286B	1.97021	1.97566	0.001	0.2	4.26451	1.11907	1	4.26451	0.0387	0.0483	0.0479	5	3	32	dup
IL32	1.04666	2.15748	0.001	0.2	2.42094	1.34922	1	2.42094	0.0394	0.0394	0.0394	1	1	13	dup
LILRA4	1.11	1.72214	0.001	0.2	3.08596	0.626879	1	3.08596	0.0394	0.0277	0.0204	11	3	72	dup
TTC23	0.981339	-2.11439	0.001	0.2	3.29808	-5	1	3.29808	0.0396	0.0396	0.0396	15	1	6	dup
STK32B	1.25592	1.91692	0.001	0.2	2.73812	1.10371	1	2.73812	0.0396	0.0547	0.0495	89	2	22	dup
TRIOBP	0.97424	2.10958	0.001	0.2	2.32444	2.391	1	2.32444	0.0398	0.1168	0.1262	6	1	5	dup
BRI3	1.58248	-1.97641	0.001	0.2	4.78599	-2.32241	1	4.78599	0.0401	0.0249	0.0249	11	2	15	dup
USP34	1.16346	-1.91967	0.001	0.2	3.95938	-5	1	3.95938	0.0402	0.0402	0.0402	27	2	5	dup
TBC1D26	0.84668	2.01839	0.001	0.2	2.23247	1.91844	1	2.23247	0.0403	0.0243	0.0403	3	1	7	dup
CREM	1.40407	-1.9898	0.001	0.2	4.08189	-2.2469	1	4.08189	0.0411	0.0496	0.0496	4	2	14	dup
Sep-14	1.11051	-2.19776	0.001	0.2	3.62675	-5	1	3.62675	0.0412	0.0231	0.0231	1	1	7	dup
TNS2	1.31332	1.90373	0.001	0.2	3.71275	2.65883	1	3.71275	0.042	0.042	0.042	8	2	7	dup
SAGE1	1.48264	1.9378	0.001	0.2	3.6041	0.854787	1	3.6041	0.0424	0.04	0.0464	4	2	46	dup
GALNT11	0.914782	2.06826	0.001	0.2	2.3655	1.99618	1	2.3655	0.0437	0.0437	0.0437	6	1	8	dup
JAZF1	0.874418	-0.999923	0.001	0.2	5.62464	-5	1	5.62464	0.0449	0.0178	0.016	138	8	12	dup
OR11H6	0.833451	-2.00835	0.001	0.2	2.36015	-1.87056	1	2.36015	0.0451	0.0451	0.0451	2	1	9	dup
ZNF630	0.822103	-1.99964	0.001	0.2	2.0124	-0.291439	1	2.0124	0.0451	0.0451	0.0451	16	1	214	dup
